Originalname,Chromosome_B73RefGen_v2position(bp)
SYN38522,4_198132002
SYN38523,4_198132291
SYN38524,4_198131913
SYN38527,9_14019535
SYN38529,9_14019313
SYN3853,6_109832406
SYN38530,9_14019118
SYN38531,9_14019691
SYN38532,9_14017374
SYN38535,5_28201445
SYN38539,3_145476120
SYN38554,9_27984237
SYN38556,9_27950971
SYN38558,9_28004762
SYN38559,9_28005749
SYN38560,9_28007920
SYN38561,9_27958462
SYN38562,9_27983862
SYN38563,9_28003753
SYN38564,9_27983496
SYN38569,10_143663216
SYN38570,1_212981878
SYN38571,1_212978084
SYN38573,1_212985651
SYN38575,1_212978168
SYN38577,1_212979847
SYN38578,7_121254457
SYN38582,7_121318095
SYN38585,7_121316317
SYN38586,7_121256229
SYN38588,7_121316500
SYN38589,7_121316278
SYN38592,3_230393919
SYN38599,8_170162144
SYN38600,4_182296918
SYN38601,1_62141297
SYN38602,6_165962334
SYN38604,6_165962626
SYN38607,6_165962859
SYN38609,6_165941397
SYN38610,6_165943896
SYN38612,6_165945057
SYN38613,6_165941925
SYN38614,6_165962410
SYN38616,6_165945129
SYN38617,6_165962405
SYN38620,6_165944788
SYN38621,6_165961278
SYN38622,6_165945168
SYN38626,1_19693679
SYN38627,1_19693208
SYN38628,1_19693428
SYN38629,1_19680669
SYN38630,1_19679687
SYN38631,1_115183931
SYN38632,1_115183169
SYN38633,1_115183085
SYN38653,3_86902257
SYN38657,3_178984657
SYN38658,3_178984632
SYN3866,8_131575341
SYN38660,2_31646188
SYN38661,2_31646305
SYN38665,9_33712847
SYN38669,9_33712769
SYN38672,1_205562153
SYN38675,1_174317644
SYN38676,1_174365776
SYN38677,1_174314241
SYN38678,1_174314228
SYN38684,7_14333008
SYN38690,1_293629824
SYN38691,1_293628626
SYN38692,1_293638311
SYN38697,7_124149820
SYN38698,7_124217583
SYN38699,7_124215225
SYN387,1_162271296
SYN38700,7_124217465
SYN38701,7_124214964
SYN38702,7_124215580
SYN38708,2_51280924
SYN38709,2_51280136
SYN3872,8_131516951
SYN38720,1_214842448
SYN38721,1_214886763
SYN38722,1_214888308
SYN38723,1_214886203
SYN38726,1_214846566
SYN38729,1_214846320
SYN38734,1_214845466
SYN3874,7_93085055
SYN38741,1_214846246
SYN38743,10_113924468
SYN38764,1_194732869
SYN38765,1_194732519
SYN38769,1_194660260
SYN38771,1_194732333
SYN38775,1_194734485
SYN38779,4_186947607
SYN38780,4_186946412
SYN38785,4_15698067
SYN38787,1_197386809
SYN38792,1_197386631
SYN38796,1_197387204
SYN38797,1_197387149
SYN38798,1_197269761
SYN38805,1_197269767
SYN38807,3_200760239
SYN38809,3_142735846
SYN38813,1_170305297
SYN38816,1_170305374
SYN38819,2_26135377
SYN38820,2_26135122
SYN38823,2_26137220
SYN3883,8_6023323
SYN38833,4_238750558
SYN38838,4_238744412
SYN3884,8_6023374
SYN38841,4_238745058
SYN38843,5_172475278
SYN38844,5_172477144
SYN38847,5_172475369
SYN38849,5_172475447
SYN38850,1_239609488
SYN38851,1_239609138
SYN38852,1_239609554
SYN38855,5_212681166
SYN38857,2_20205866
SYN38859,2_20205707
SYN3886,7_104884344
SYN38862,5_8460075
SYN38863,1_173661199
SYN38865,5_212311782
SYN38866,5_212319875
SYN38868,5_212312000
SYN3887,7_104884259
SYN38880,1_43420810
SYN38882,1_43420728
SYN38883,1_43420703
SYN38885,8_141598643
SYN38887,8_141523290
SYN38888,1_164555519
SYN38889,1_74278380
SYN38890,5_205791059
SYN38891,6_142451707
SYN38894,1_201872641
SYN38895,1_201980516
SYN3890,8_140461081
SYN38900,1_286845938
SYN38901,1_286990736
SYN38906,1_286849641
SYN38909,1_286862912
SYN38910,1_286850721
SYN38911,1_286987962
SYN38912,1_286850157
SYN38913,1_286850143
SYN38914,1_286851312
SYN38917,1_286991061
SYN38919,1_286991058
SYN3892,8_140460935
SYN38925,1_2794299
SYN38926,1_2796496
SYN38927,1_2693676
SYN38928,1_2785043
SYN38932,1_2784009
SYN38934,1_2784234
SYN38937,1_296904553
SYN38938,1_296992523
SYN38939,1_296891436
SYN38940,1_296891527
SYN38941,1_296904268
SYN38945,1_296899103
SYN38947,1_299125086
SYN38948,1_299125003
SYN38953,1_299122439
SYN38955,1_299122448
SYN38956,1_299198677
SYN38957,1_299197430
SYN38959,3_166019348
SYN3896,8_140462962
SYN38962,3_166033152
SYN38967,2_152211994
SYN38969,2_152210101
SYN38970,2_152236024
SYN38974,3_135090599
SYN38975,1_297490435
SYN38977,3_37671924
SYN38978,3_37671900
SYN38983,2_217659418
SYN38984,1_264855966
SYN38985,2_229967151
SYN38986,2_229996082
SYN38994,7_163348781
SYN38998,3_221183724
SYN39001,3_221182804
SYN39003,3_221182837
SYN3901,5_211300493
SYN39010,4_217098063
SYN39015,2_114547807
SYN39018,2_114547902
SYN39025,1_291903462
SYN39026,2_230520837
SYN39027,2_230520732
SYN39028,2_230609642
SYN39029,2_230520457
SYN39030,2_230618979
SYN39033,2_230520647
SYN39035,2_230522272
SYN39036,9_149009065
SYN39039,9_149016319
SYN39040,9_149016931
SYN39042,9_149011123
SYN39043,5_15731384
SYN39049,5_37924699
SYN3905,5_211281947
SYN39055,2_178384420
SYN39057,2_178382681
SYN39062,3_189654245
SYN39064,3_135171396
SYN39066,9_7965430
SYN39067,9_7960037
SYN39069,9_7958802
SYN39070,9_8037657
SYN39071,9_8039883
SYN39073,9_8039868
SYN39074,9_7959809
SYN3908,5_211300969
SYN39081,5_69433934
SYN39082,5_69435805
SYN39084,5_74408688
SYN39088,4_237317789
SYN39089,4_237390885
SYN39090,4_237321034
SYN39091,4_237376481
SYN39092,4_237391893
SYN39094,4_237390630
SYN39097,4_237391487
SYN39099,4_237391509
SYN391,1_252142959
SYN39104,3_179516566
SYN39105,3_179515933
SYN39106,3_179515960
SYN39108,5_66833180
SYN39117,1_202300159
SYN39118,1_202303299
SYN3912,6_58447000
SYN39120,1_202300043
SYN39123,2_203900420
SYN39124,2_203900418
SYN39126,2_203900206
SYN3913,6_58446718
SYN39130,2_40419927
SYN39132,2_40419992
SYN39135,2_40420387
SYN39136,2_40411823
SYN39137,2_40418520
SYN39139,4_74595843
SYN39140,4_74596027
SYN39142,4_74595778
SYN39144,4_74595212
SYN39145,4_74595207
SYN39147,1_24208278
SYN3915,6_58446775
SYN39150,3_2445393
SYN39151,3_2447369
SYN39153,3_2445009
SYN39155,3_2446145
SYN39156,3_2446125
SYN39159,2_171067787
SYN39160,2_171067791
SYN39161,7_132183803
SYN39162,7_132183873
SYN39163,7_132183872
SYN39164,1_246819841
SYN39168,1_246816461
SYN39170,2_129117042
SYN39174,1_265450376
SYN39175,1_265450632
SYN39186,7_109150033
SYN39188,7_109149980
SYN39191,6_168820091
SYN39197,9_119473376
SYN39198,9_119428510
SYN39199,9_119492925
SYN392,1_252143257
SYN39201,9_121937877
SYN39202,9_121933906
SYN39206,7_92726474
SYN39208,7_34181119
SYN39212,1_38546082
SYN39215,8_100398439
SYN39216,4_144840365
SYN39217,4_144839442
SYN39218,4_144840050
SYN39219,4_144840823
SYN39220,4_144840830
SYN39221,4_239370683
SYN39223,4_239370397
SYN39224,4_239370924
SYN39226,1_85992077
SYN39227,1_85989110
SYN39232,1_209531547
SYN39234,1_30535195
SYN39238,1_217314560
SYN39240,1_217212111
SYN39244,1_217212143
SYN39245,1_217210390
SYN39252,3_141693276
SYN39253,3_141691491
SYN39259,5_64251060
SYN3926,2_28702725
SYN39262,5_1319442
SYN39264,7_9796324
SYN39267,10_110958770
SYN39268,10_110958928
SYN39269,10_110958376
SYN3927,2_28662949
SYN39271,6_5871000
SYN39272,6_5871679
SYN39276,8_15105878
SYN39284,7_4078893
SYN39285,7_4079010
SYN3929,2_28797466
SYN39290,7_4078710
SYN39291,7_4078751
SYN39297,1_67413022
SYN393,1_252143784
SYN3930,2_28702213
SYN39300,3_218191148
SYN39304,3_218195343
SYN39308,1_220506467
SYN3931,2_28647752
SYN39310,1_220519579
SYN39312,10_142920500
SYN39316,10_142921189
SYN39319,10_142921390
SYN39323,10_142928823
SYN39326,10_142921592
SYN3933,2_28703513
SYN39330,10_142921798
SYN39332,10_142921749
SYN39338,7_9708272
SYN39339,7_9709489
SYN3934,2_28703638
SYN39342,7_6418600
SYN39344,8_106272372
SYN39345,8_106271779
SYN39347,8_106276234
SYN39356,10_130230862
SYN39364,2_39614943
SYN39367,9_127648048
SYN39368,9_127647488
SYN39369,9_127647864
SYN3937,2_28702470
SYN39370,9_127646999
SYN394,2_52318107
SYN3941,2_28702498
SYN3944,2_28662836
SYN3945,2_28666441
SYN3946,2_28666434
SYN3947,2_28666633
SYN3949,2_28663063
SYN395,2_158609741
SYN3956,7_165539386
SYN3958,7_165539438
SYN3967,10_14643752
SYN3969,10_14645503
SYN397,2_158609967
SYN3972,10_118831676
SYN3974,6_34220037
SYN3975,6_34220853
SYN3976,7_8928767
SYN3977,7_8902989
SYN398,2_158613606
SYN3980,7_8928650
SYN3981,7_8928627
SYN3984,1_65659657
SYN3985,1_65659527
SYN3987,1_65659871
SYN3988,1_65660022
SYN3989,1_65621300
SYN399,2_158613480
SYN3990,1_65619753
SYN3993,1_65657736
SYN3994,1_65621114
SYN3995,1_65621170
SYN3998,6_157771445
SYN3999,6_157738469
SYN4,1_257949849
SYN400,2_158613683
SYN4000,6_157738286
SYN4001,6_157820229
SYN4002,6_157820235
SYN4003,6_157738168
SYN4004,6_157738228
SYN4006,9_138900534
SYN4009,9_138896319
SYN4010,9_138886702
SYN4011,9_138886737
SYN4013,9_138889043
SYN4017,9_43243217
SYN4023,7_151082116
SYN4028,8_1371873
SYN4033,6_97105968
SYN4036,6_97095679
SYN4037,6_97095674
SYN404,1_20992770
SYN4043,3_219400454
SYN4045,3_219472711
SYN4052,4_15250964
SYN4057,1_192494302
SYN406,1_20990326
SYN4063,10_141079557
SYN4064,10_141078749
SYN4065,10_141078891
SYN4066,10_141078356
SYN4068,10_141078848
SYN4070,5_9085864
SYN4071,5_9085865
SYN4075,2_82643828
SYN4077,3_46176324
SYN4078,3_46176192
SYN408,1_295451120
SYN4083,3_46178588
SYN4084,3_46178580
SYN4087,8_16917256
SYN4095,3_111842810
SYN4097,8_28160097
SYN4098,8_28160793
SYN410,1_295450734
SYN4102,8_28163810
SYN4105,8_28163053
SYN4109,8_28163212
SYN4110,8_28163209
SYN4113,3_185970642
SYN4114,3_185973487
SYN4115,3_185932974
SYN4119,3_185932093
SYN4121,2_1813808
SYN4122,2_1818052
SYN4123,2_1820566
SYN4125,2_1823492
SYN4126,2_1775653
SYN4129,2_1823786
SYN413,1_295490136
SYN4131,2_1780080
SYN4135,2_1841620
SYN4136,2_1837830
SYN4138,2_1838430
SYN4139,2_1817044
SYN4140,2_1816639
SYN4141,2_1816589
SYN4145,2_1774988
SYN415,1_295443308
SYN4151,6_167515095
SYN4155,6_167512283
SYN4156,6_167512234
SYN4157,6_167515574
SYN416,1_295475598
SYN4166,10_91959733
SYN4170,10_6402832
SYN4172,8_116423166
SYN4175,8_116424589
SYN4177,6_158688588
SYN4180,6_158659006
SYN4181,6_158652765
SYN4182,6_158688484
SYN4184,6_158652850
SYN4185,6_158660312
SYN4186,6_158660687
SYN4187,6_158653233
SYN4188,6_158653186
SYN4190,6_158660219
SYN4192,6_158658850
SYN4194,6_158658793
SYN4196,8_161766769
SYN4200,8_161622293
SYN4201,8_161753552
SYN4204,8_161756413
SYN4215,10_132254896
SYN4216,10_132098299
SYN4217,10_132239102
SYN4219,10_132090894
SYN422,1_236231739
SYN423,1_236236647
SYN4233,6_95318771
SYN4234,6_95320108
SYN4237,6_95319841
SYN4248,4_170409277
SYN425,1_21904170
SYN4250,4_170409613
SYN4254,4_41839001
SYN4255,4_41839551
SYN4257,4_41957827
SYN4274,1_223163049
SYN4277,4_1064209
SYN4279,4_1065383
SYN428,1_21839990
SYN4283,3_224631614
SYN4284,3_224623611
SYN4285,3_224677780
SYN4286,3_224677486
SYN4287,3_224630521
SYN429,1_21983824
SYN4290,3_224687714
SYN4292,3_224629900
SYN430,1_21983736
SYN4301,6_165305650
SYN4302,6_165304647
SYN4305,6_165306474
SYN4309,6_165288675
SYN431,1_21985134
SYN4311,6_165247443
SYN4313,6_165301431
SYN4314,6_165301476
SYN4316,7_31732900
SYN4317,7_31771032
SYN4318,1_208112987
SYN4325,10_82101976
SYN4327,8_40153498
SYN4328,8_40157241
SYN4330,9_115493350
SYN4331,9_115495654
SYN4333,9_115500281
SYN4337,9_115496986
SYN434,1_289546922
SYN4340,9_115496508
SYN4343,9_115496441
SYN4344,9_115497764
SYN4345,9_115497770
SYN4349,10_144145995
SYN4350,10_144138856
SYN4351,10_144142966
SYN4353,10_144146591
SYN4355,10_144142317
SYN4359,7_30163457
SYN4360,7_30164075
SYN4361,7_30163789
SYN4369,7_40326473
SYN4372,7_40326197
SYN4373,10_10197641
SYN4374,10_10195957
SYN4379,5_211716520
SYN438,1_285782936
SYN4380,5_211708477
SYN4382,5_211699086
SYN4386,4_155228317
SYN439,1_285775590
SYN4391,4_155224967
SYN4392,4_155224921
SYN4393,4_155228961
SYN44,2_2622332
SYN440,1_285782524
SYN4401,4_34802724
SYN441,1_285776536
SYN4413,4_34801222
SYN4414,8_171704659
SYN4416,8_171704877
SYN4418,8_171705900
SYN4422,8_171706022
SYN443,1_285782998
SYN4430,8_165542954
SYN4433,8_165543215
SYN4434,8_165542750
SYN4435,8_165543751
SYN4437,8_165594937
SYN4439,8_165595541
SYN4446,8_165541674
SYN4449,8_75642171
SYN4463,2_192785667
SYN4466,2_192783904
SYN447,1_49131074
SYN4471,10_4675952
SYN4477,10_4666951
SYN4479,10_4675546
SYN4481,10_4693470
SYN4482,10_4649550
SYN4484,10_4682877
SYN4487,10_4646156
SYN4496,10_4666194
SYN450,1_35925422
SYN4502,10_4665616
SYN4503,10_4693594
SYN4504,10_4693640
SYN4506,9_88003598
SYN4507,9_87999747
SYN451,2_18811474
SYN4510,7_8050302
SYN4511,7_8049707
SYN4514,7_8063359
SYN4517,7_8047716
SYN4518,7_8058228
SYN452,2_18814655
SYN4521,7_8050759
SYN4522,7_8058438
SYN4526,7_8050966
SYN4531,7_8050929
SYN4534,7_8057496
SYN4536,7_8057494
SYN4540,4_22329724
SYN4541,4_22329707
SYN4544,6_66028548
SYN4545,6_66106739
SYN4547,6_66106652
SYN455,2_18814785
SYN4558,7_173225622
SYN4559,7_173282178
SYN456,2_11949884
SYN4560,7_173281418
SYN4561,7_173280698
SYN4562,7_173280770
SYN4563,7_173271105
SYN4566,7_173282545
SYN4568,7_173251613
SYN4570,7_173281553
SYN4571,7_173252505
SYN4574,7_173281693
SYN4576,7_173281815
SYN4579,7_173269916
SYN4592,10_34729857
SYN4597,6_103857861
SYN4600,4_160111359
SYN4601,4_160112265
SYN4602,7_32242528
SYN461,2_11950439
SYN4622,10_88396859
SYN4623,10_88397683
SYN4624,10_88397694
SYN4630,2_174103200
SYN4631,4_218846053
SYN4632,4_218840687
SYN4635,9_121587239
SYN4637,9_121602328
SYN4640,9_121545947
SYN4642,6_147717158
SYN4645,6_147733299
SYN4646,6_147717038
SYN4650,6_147722629
SYN4651,6_147712719
SYN4655,6_147718327
SYN4660,6_147689562
SYN4661,6_147730512
SYN4662,6_147690966
SYN4676,4_158146519
SYN468,1_33321536
SYN4681,4_158143692
SYN4687,4_158143445
SYN4689,4_158195904
SYN469,1_33321021
SYN4692,3_123265762
SYN4699,2_213362463
SYN4700,2_213387221
SYN4701,2_213400891
SYN4703,2_213413141
SYN4707,2_213307047
SYN4708,2_213402921
SYN4709,2_213402978
SYN4711,2_213386612
SYN4713,2_213386041
SYN4714,4_140009014
SYN4717,4_139984029
SYN4720,4_139983558
SYN4722,4_139984644
SYN4724,4_139983302
SYN4725,10_84227499
SYN4729,10_84166376
SYN4731,2_9363389
SYN4732,2_9359230
SYN4734,2_9359094
SYN4735,2_9445001
SYN4736,2_9444144
SYN4738,2_9444031
SYN4743,7_5137454
SYN4744,7_5124983
SYN4745,7_5129597
SYN4748,7_5099431
SYN4749,7_5096083
SYN4750,7_5128708
SYN4751,7_5135991
SYN4754,7_5127062
SYN4756,7_5148424
SYN4758,7_5134287
SYN476,3_210140762
SYN4760,7_5136052
SYN4761,7_5138788
SYN4762,7_5137030
SYN4764,7_5095978
SYN4767,7_5099651
SYN477,3_201064836
SYN4773,7_5095600
SYN4779,6_150687124
SYN4783,6_150686709
SYN4785,6_150666224
SYN4789,6_150688349
SYN4792,6_150666399
SYN4793,6_150660289
SYN4794,6_150592637
SYN4799,6_150666636
SYN4800,6_150686982
SYN4801,6_150686054
SYN4804,6_150667306
SYN4805,6_150686981
SYN4806,6_150685172
SYN4807,6_150686081
SYN4811,10_134717915
SYN4812,10_134657708
SYN4816,10_134659207
SYN4817,10_134649704
SYN4819,10_134656527
SYN4826,10_134654046
SYN4828,10_134647374
SYN483,3_217139289
SYN4830,10_134649887
SYN4831,10_134649885
SYN484,3_217139286
SYN4843,6_7159349
SYN4849,6_138943762
SYN4850,6_138931054
SYN4851,6_138968922
SYN4856,6_138935368
SYN4857,6_138935386
SYN4859,3_229382907
SYN486,4_159566392
SYN4860,3_229309354
SYN4864,3_229260903
SYN4868,3_229382265
SYN487,4_159567215
SYN4871,3_229309180
SYN4876,3_229241840
SYN488,4_159565716
SYN4880,10_81442611
SYN4885,4_39328760
SYN4887,4_39327424
SYN4889,4_39327831
SYN489,4_159565283
SYN4890,4_39327884
SYN4900,4_18913264
SYN4901,4_18912642
SYN4902,4_18912646
SYN4907,6_168182638
SYN491,4_159565430
SYN4910,6_168181751
SYN4914,8_172979767
SYN4915,8_173077597
SYN4918,8_173004408
SYN492,4_217522596
SYN4920,8_173064840
SYN4921,8_173006653
SYN4923,8_173081211
SYN4925,8_173064932
SYN4926,8_172949588
SYN4928,8_173006480
SYN4930,8_173006473
SYN4931,8_172951167
SYN4933,8_172951191
SYN4935,8_172977268
SYN4936,8_172977248
SYN4944,10_82208738
SYN4946,10_82205915
SYN4950,10_82335723
SYN4954,10_82208945
SYN4956,10_82334762
SYN4957,10_82335038
SYN4961,7_7269562
SYN4962,7_7258869
SYN4965,7_7150699
SYN4966,1_71795509
SYN4970,8_26745927
SYN4975,7_162795540
SYN4977,3_206150302
SYN4978,3_206186438
SYN4981,1_194491140
SYN4983,3_177592712
SYN4986,6_129880730
SYN4993,10_11195540
SYN4994,10_11195463
SYN4997,7_1141702
SYN4999,7_1144531
SYN5,1_257939876
SYN500,5_4321966
SYN5000,7_1141765
SYN5001,7_1192899
SYN5002,7_1192473
SYN5008,7_1145960
SYN5009,7_1143975
SYN5014,7_1143966
SYN5020,7_1145946
SYN5031,7_21144586
SYN5037,7_21151167
SYN5039,6_135782168
SYN5040,6_135782380
SYN5042,6_135782244
SYN5043,4_45262948
SYN5046,3_88709541
SYN5047,3_88708921
SYN5048,3_88708481
SYN505,5_4258137
SYN5050,10_115149664
SYN5051,1_15780946
SYN5056,1_15779696
SYN5061,1_15775455
SYN5063,1_15783835
SYN5065,1_15781931
SYN5066,1_15785176
SYN5068,1_15775277
SYN5078,9_143543783
SYN508,5_4335202
SYN5080,9_143543392
SYN5082,9_143543551
SYN5084,9_143544001
SYN5087,9_143589981
SYN5089,4_171790035
SYN509,5_4218967
SYN51,1_238821699
SYN510,5_4314833
SYN5110,8_170878986
SYN5111,8_170879382
SYN5112,4_170915243
SYN5116,9_114551532
SYN5118,9_114551862
SYN512,5_4278609
SYN5120,7_152255027
SYN5124,7_152255629
SYN5125,7_152353309
SYN5130,7_152353677
SYN5132,7_152353683
SYN5139,7_152353831
SYN514,5_4335807
SYN5145,9_132884128
SYN5153,6_129049435
SYN516,5_4254992
SYN5186,9_87131724
SYN5187,9_87257105
SYN5188,9_87260390
SYN5190,9_87257244
SYN520,5_4256607
SYN5203,7_33052735
SYN5204,7_33053939
SYN5205,7_152777362
SYN5206,7_152777232
SYN5208,7_152778126
SYN5209,7_152777073
SYN5212,6_139879564
SYN5220,6_143132122
SYN5222,9_120749427
SYN5223,9_120748797
SYN5226,9_120748639
SYN5229,9_120747803
SYN523,5_4254132
SYN5230,9_120748055
SYN5236,9_26715588
SYN5238,6_150526049
SYN5239,6_150525768
SYN524,5_4253688
SYN5242,6_150465629
SYN5244,6_150524436
SYN5245,6_150523088
SYN5246,6_150524460
SYN5253,2_197589086
SYN5254,2_197592584
SYN5255,2_197591336
SYN5257,2_197591302
SYN5259,2_197592533
SYN526,5_4254115
SYN5266,9_23540249
SYN528,5_4257849
SYN5286,10_16212441
SYN5288,10_16212164
SYN529,5_4257813
SYN5291,10_16173821
SYN5297,10_16173876
SYN5303,7_158948616
SYN5306,7_158961057
SYN5307,7_158961305
SYN5308,7_158961661
SYN5313,7_158945766
SYN5314,7_158945787
SYN5315,7_158961405
SYN5323,7_153290174
SYN5325,10_122150373
SYN5329,9_86408010
SYN533,5_2811557
SYN5333,6_143865484
SYN5334,6_143869005
SYN5335,6_143859317
SYN5336,6_143868870
SYN5338,6_143871355
SYN5340,6_143871823
SYN5344,6_143871209
SYN5346,7_19055302
SYN5349,10_57999412
SYN535,5_2794940
SYN5351,10_57999540
SYN5352,10_57997192
SYN5356,5_46428587
SYN5359,4_95598502
SYN5363,5_4767249
SYN5367,5_4766349
SYN5369,5_4766332
SYN537,5_2795884
SYN5375,2_204427283
SYN5378,1_262458215
SYN538,5_2805112
SYN5381,1_262457184
SYN5383,1_262457857
SYN5387,1_262456857
SYN5388,2_47511531
SYN5389,2_47555620
SYN539,5_2790189
SYN5392,1_31243619
SYN5394,2_35272010
SYN5396,5_180737118
SYN5402,5_180739180
SYN541,5_2805104
SYN5412,5_9120472
SYN5415,3_10937911
SYN5418,2_44263510
SYN542,5_2795876
SYN5427,2_190159816
SYN5428,2_190159942
SYN5429,2_190160059
SYN5430,2_190160188
SYN5431,2_190160245
SYN5443,9_154892580
SYN5444,1_96623344
SYN5447,9_151150049
SYN5451,4_67948876
SYN5453,3_124636109
SYN5458,3_124643352
SYN5459,3_124643880
SYN546,3_39746399
SYN5460,3_124643385
SYN5463,4_26611455
SYN5464,4_26512431
SYN5465,4_26613656
SYN5466,4_26613664
SYN5469,2_219801993
SYN5472,3_7136326
SYN5475,1_142709121
SYN5476,1_142709127
SYN5478,9_128098750
SYN5481,9_128093845
SYN5488,2_11762933
SYN5491,2_11762756
SYN5498,10_9370054
SYN55,1_203590599
SYN5501,10_9380552
SYN5502,10_9377859
SYN5504,10_9371224
SYN5505,10_9371223
SYN5512,10_9402702
SYN5513,10_9402594
SYN5516,10_9402645
SYN5521,3_189985384
SYN5522,3_189900648
SYN5530,3_189986198
SYN5532,6_120659917
SYN5535,1_257808050
SYN5537,1_24584799
SYN5538,1_24585840
SYN5542,5_100071339
SYN5546,3_119640032
SYN555,3_23011641
SYN5552,10_132959993
SYN5553,10_132964464
SYN5554,10_132964497
SYN5556,5_92355235
SYN5557,9_15163433
SYN5559,2_1041612
SYN5561,2_1036389
SYN5563,2_1141392
SYN5565,2_1141485
SYN5568,2_33076430
SYN557,3_35662497
SYN5571,2_33078084
SYN5572,2_33075504
SYN5573,2_33075308
SYN5574,2_33076522
SYN5576,2_33075724
SYN5577,2_33076499
SYN5579,2_33178832
SYN5581,2_231206946
SYN5582,2_231206610
SYN5585,2_231206883
SYN559,3_35666854
SYN5592,4_159726306
SYN5595,4_159726234
SYN5596,4_159757724
SYN5597,4_159829764
SYN5598,4_159726137
SYN560,3_35665860
SYN5605,5_190595384
SYN5606,5_190594953
SYN561,3_35665879
SYN5612,2_210787853
SYN5616,2_207840502
SYN5617,2_207831527
SYN5618,2_207833451
SYN5619,2_207833447
SYN5620,2_207839969
SYN5623,2_207832582
SYN5629,2_236356780
SYN5631,2_236409469
SYN5635,2_236351508
SYN564,3_55156363
SYN5641,3_7971247
SYN5642,3_7974420
SYN5646,3_4680489
SYN5647,3_4712666
SYN5649,3_4679410
SYN565,3_55105115
SYN5650,3_4679509
SYN5652,3_4722375
SYN5653,3_4712826
SYN5654,3_4712991
SYN5656,4_194216711
SYN5660,1_148450519
SYN5662,1_14098506
SYN5663,1_14105214
SYN5664,1_14101866
SYN5666,1_14103845
SYN5667,1_14104282
SYN5672,5_200778565
SYN5678,5_200871732
SYN568,3_55155597
SYN5681,5_200771557
SYN5683,5_200826210
SYN5685,5_200826219
SYN5687,5_200825840
SYN5688,5_200825792
SYN5690,3_117769912
SYN5691,3_85661813
SYN57,2_49058700
SYN5704,4_181726408
SYN5705,4_181727662
SYN5706,4_181727609
SYN5709,4_9852694
SYN571,3_29969482
SYN5710,4_9852206
SYN5711,4_9854070
SYN5712,4_9857309
SYN5715,10_2630392
SYN5718,5_752316
SYN5719,5_663605
SYN572,3_29969888
SYN5722,5_663038
SYN5723,5_655460
SYN5726,5_662134
SYN5729,9_154762497
SYN5730,9_154781744
SYN5732,9_154784879
SYN5736,3_8123053
SYN5737,3_8119133
SYN5738,3_8198325
SYN5739,3_8199934
SYN5741,3_8119233
SYN5742,3_8119226
SYN5745,5_212172125
SYN5747,5_212173812
SYN5748,5_212168464
SYN5749,5_212161330
SYN575,3_29978736
SYN5752,5_212172195
SYN5753,5_212172636
SYN5754,5_212171879
SYN5755,5_212172211
SYN5756,5_212171958
SYN5760,9_9812716
SYN5762,7_140232115
SYN5764,1_11481415
SYN5770,1_257232629
SYN5775,4_34019505
SYN5776,4_34019511
SYN5777,3_194043862
SYN5779,3_194042103
SYN578,3_29811980
