Originalname	Chromosome	B73RefGen_v2position(bp)
SYN25000	7	8305436
SYN25001	7	8305423
SYN25002	7	8306531
SYN25005	7	8267186
SYN25006	7	8306468
SYN25009	4	182871804
SYN25010	4	182873665
SYN25012	4	153839730
SYN25015	1	14853047
SYN25022	1	14852237
SYN25029	1	14859726
SYN25034	4	135650949
SYN25036	4	135650694
SYN25037	4	135554873
SYN2504	4	174908857
SYN25041	4	96808211
SYN25047	4	69920247
SYN25049	9	65319975
SYN25051	2	161275547
SYN25052	2	80724250
SYN25053	2	80723613
SYN2506	4	174908507
SYN25067	1	14625059
SYN25068	1	14638887
SYN25069	1	14638094
SYN25070	1	14637851
SYN25071	1	14626388
SYN25072	1	14626383
SYN25079	7	124570321
SYN25088	7	124570242
SYN25092	8	1523989
SYN25094	8	1524972
SYN25095	8	1519759
SYN25096	8	1523779
SYN25098	8	1449674
SYN25099	8	1449332
SYN2510	4	174909130
SYN25100	8	1448705
SYN25108	8	1520998
SYN25114	1	38445432
SYN25116	1	38446344
SYN25117	1	38446533
SYN25118	1	38446510
SYN25120	9	145501331
SYN25121	9	145384612
SYN25122	9	145374595
SYN25123	9	145371972
SYN25124	9	145371925
SYN25126	8	169137799
SYN25129	8	169126225
SYN25130	8	169127002
SYN25132	8	169088324
SYN25133	8	169088333
SYN25144	8	136296957
SYN25147	3	210821011
SYN25148	3	210827849
SYN25149	3	210820909
SYN25156	8	52299276
SYN25157	8	52299429
SYN25158	8	52206796
SYN25160	10	133818267
SYN25161	10	133818116
SYN25165	10	133819920
SYN25169	1	69009439
SYN25171	1	69090414
SYN25172	1	69091644
SYN25173	1	69091882
SYN25178	4	67098329
SYN2518	1	266954472
SYN2519	1	266952111
SYN25191	9	20748551
SYN25193	9	20740718
SYN252	1	26825826
SYN25200	7	169925143
SYN25201	7	169924081
SYN2521	1	266951550
SYN25211	1	280975319
SYN25214	7	170550691
SYN25215	7	170567382
SYN25216	7	170550552
SYN25220	7	170566847
SYN25221	7	170566133
SYN25223	7	170493269
SYN25224	7	170566113
SYN25225	8	117299398
SYN25227	7	6068523
SYN25234	7	6067175
SYN2524	1	266950572
SYN25245	8	129291284
SYN25246	8	129291444
SYN25250	6	140908461
SYN25251	6	140872589
SYN25253	6	140849014
SYN25255	5	213726940
SYN25256	5	213747685
SYN25259	5	213733413
SYN2526	1	266953583
SYN25261	5	213845119
SYN25263	5	213726718
SYN25266	6	148828905
SYN25269	6	148829005
SYN2527	1	266953558
SYN25272	6	148829085
SYN25277	6	148829352
SYN25278	6	148829395
SYN25279	6	18646353
SYN25281	6	18646369
SYN25282	6	18646737
SYN25284	1	216164507
SYN25285	1	216158414
SYN25288	1	216165278
SYN2529	8	138649534
SYN25297	5	151884077
SYN25298	4	144597743
SYN25300	1	219065665
SYN25303	1	104483037
SYN25305	1	206464647
SYN25306	6	137923522
SYN25308	6	117599465
SYN25311	7	162985181
SYN25316	4	147218975
SYN25317	6	115380546
SYN25318	6	121698124
SYN2532	8	138649245
SYN25320	6	121671402
SYN25321	7	42196400
SYN25322	7	42216853
SYN25328	4	142157951
SYN25329	4	142160405
SYN25335	9	142746618
SYN25338	9	142746277
SYN25339	9	142659704
SYN25340	9	142663170
SYN25341	9	142746338
SYN25350	7	96469647
SYN25352	1	155624927
SYN25353	1	155675478
SYN25354	1	155675669
SYN25361	2	193413617
SYN25362	2	193413709
SYN25364	2	193420497
SYN25365	2	193417172
SYN25366	2	193413501
SYN25367	2	193417171
SYN25369	2	193413416
SYN25373	2	193409000
SYN25375	1	208168657
SYN25384	1	208165498
SYN25388	5	58817269
SYN25392	10	5905024
SYN25395	7	95538702
SYN25396	7	95539847
SYN25397	7	95430917
SYN254	1	282681088
SYN25400	8	125183022
SYN25402	8	125182922
SYN25405	1	282903312
SYN25406	1	282902940
SYN25408	1	282902826
SYN25411	1	282899915
SYN25412	1	282899897
SYN25416	10	126492109
SYN25419	10	126490323
SYN25421	10	126539852
SYN25426	10	126494417
SYN25427	10	126585982
SYN25433	10	126494940
SYN25434	10	126586283
SYN25437	10	126534016
SYN25439	7	4161522
SYN2544	2	49288954
SYN25440	7	4161727
SYN25445	10	127901281
SYN25446	10	127862085
SYN25448	6	108670670
SYN2545	1	3014858
SYN25450	6	108594036
SYN25451	6	108670877
SYN25452	6	108670850
SYN25458	1	260520076
SYN25459	1	260520919
SYN25461	1	260520464
SYN25464	5	5579504
SYN25465	5	5579503
SYN25466	5	5579366
SYN25468	1	83783583
SYN2547	1	2941443
SYN25470	1	60832251
SYN25471	1	60832029
SYN25472	1	60808812
SYN25478	1	88321898
SYN25479	1	88340162
SYN2548	1	2941620
SYN25481	1	88342158
SYN25491	1	259012543
SYN25497	1	258883086
SYN255	1	282668830
SYN25500	1	259012638
SYN25502	1	59506917
SYN25503	1	59507482
SYN25508	1	89237681
SYN25511	4	125497198
SYN25513	4	125496408
SYN25516	2	129941796
SYN25519	4	143866332
SYN25526	4	67023479
SYN25529	4	66934880
SYN25530	4	67022707
SYN25533	4	67023544
SYN25534	4	67022926
SYN25535	4	67023548
SYN25538	4	66935940
SYN25539	4	66935938
SYN25540	4	67022968
SYN25544	3	158895386
SYN25546	3	158889565
SYN25548	3	158893642
SYN25550	3	158901632
SYN25554	3	158901160
SYN25562	4	130965324
SYN25563	4	78256980
SYN25567	1	86360705
SYN25569	1	86360921
SYN25572	2	84626216
SYN25573	2	84660920
SYN25577	1	207035918
SYN25580	4	41673407
SYN25581	4	41671368
SYN25586	9	2215636
SYN2559	1	183676878
SYN25593	4	73367184
SYN25597	3	197416617
SYN25598	3	197416758
SYN25602	3	197375757
SYN25607	9	138614431
SYN25617	3	3456454
SYN2562	1	235712883
SYN25620	3	3462530
SYN25623	3	3461498
SYN25624	3	3476751
SYN25626	3	3461341
SYN25628	3	3461364
SYN2563	1	235667303
SYN25632	3	3448864
SYN25633	3	3448905
SYN25636	1	84069064
SYN25643	1	102435336
SYN25646	1	172122923
SYN25647	1	172127973
SYN25649	1	172125170
SYN2565	1	235704086
SYN25650	1	172021749
SYN25651	1	172021074
SYN25653	1	172128450
SYN25654	1	172021180
SYN25655	1	172021161
SYN25667	1	286710904
SYN25670	1	286711370
SYN25673	1	286712883
SYN25677	4	144025588
SYN25680	9	92665083
SYN25681	9	92664842
SYN25685	2	198583452
SYN25686	2	198582807
SYN25687	2	198565536
SYN25689	2	198583708
SYN25693	1	107883631
SYN25694	1	107884658
SYN25696	1	107885152
SYN25698	1	107889465
SYN257	2	60071065
SYN25700	1	107890293
SYN25703	1	107883700
SYN25705	1	107884098
SYN25710	10	35584765
SYN25711	1	240275860
SYN25713	4	213037838
SYN25714	4	213036632
SYN25715	4	213037936
SYN25719	4	229342811
SYN25720	4	229341854
SYN25721	4	229342112
SYN25724	6	91987665
SYN25729	1	76313764
SYN25732	1	76154785
SYN25733	1	76234684
SYN25734	1	76235233
SYN25735	1	86173752
SYN25736	1	86168443
SYN25737	1	86168547
SYN25739	1	86171826
SYN2574	2	30261257
SYN25740	1	86171776
SYN25744	1	58452924
SYN25745	1	58453109
SYN25748	1	58473366
SYN25749	1	58446100
SYN25755	1	58472783
SYN2576	2	30273986
SYN25763	2	197009467
SYN25764	2	196902065
SYN25765	2	196874765
SYN25766	1	80069443
SYN25767	1	67850058
SYN25772	1	81425848
SYN25773	1	81430216
SYN25774	1	81430201
SYN25777	1	42184417
SYN2578	2	30273804
SYN25784	1	42192899
SYN2579	2	30261576
SYN25793	1	68670617
SYN25794	4	183209964
SYN25795	4	183126816
SYN25796	4	183127004
SYN25798	4	183216528
SYN25799	4	183213804
SYN2580	2	30315621
SYN25803	1	59766473
SYN25804	1	59768607
SYN25806	4	137595526
SYN25807	4	137568613
SYN25808	4	137589001
SYN25809	4	137568454
SYN2581	2	30305655
SYN25813	4	188626564
SYN25819	9	44931092
SYN2582	2	30276926
SYN25820	9	44930510
SYN25823	1	228972476
SYN25826	1	232654307
SYN25828	1	232654220
SYN25829	1	232655006
SYN2583	2	30260710
SYN25831	1	232655210
SYN25833	1	232741627
SYN25834	1	232656050
SYN25837	4	37022456
SYN25838	4	37022582
SYN25839	4	37014092
SYN25844	5	140312981
SYN25850	1	23613431
SYN25852	1	241000972
SYN25855	1	240997887
SYN25857	1	240979733
SYN25862	1	240934221
SYN25864	1	213090890
SYN25865	1	213090319
SYN25872	4	234447391
SYN25874	1	224091406
SYN25877	1	182076775
SYN25879	1	182095223
SYN25881	1	182092894
SYN25883	1	182087372
SYN25884	1	182087655
SYN25887	1	182076893
SYN25888	1	193522454
SYN25894	1	269299131
SYN25896	1	269301139
SYN259	2	210859226
SYN25900	1	269303570
SYN25901	1	269303863
SYN25902	1	269298666
SYN25903	1	269353952
SYN25915	3	195697841
SYN25916	3	195697956
SYN25920	1	194765190
SYN25937	4	196467801
SYN25941	10	117997911
SYN25943	10	117991853
SYN25949	4	222808699
SYN25951	4	222798036
SYN25956	1	235367370
SYN25958	1	117115303
SYN25961	4	200539191
SYN25964	4	200539531
SYN25965	4	200534876
SYN25968	2	170875721
SYN25974	2	21903459
SYN25976	2	21794826
SYN25989	1	297974901
SYN25992	4	239094955
SYN25993	4	239138163
SYN25995	4	239214653
SYN25999	4	239215044
SYN26000	4	239083106
SYN26001	4	239209522
SYN26003	4	239215307
SYN26004	4	239215312
SYN26006	4	239141481
SYN26011	6	30257078
SYN26012	6	56458991
SYN26020	6	143298001
SYN26023	6	143355660
SYN2603	1	43060987
SYN26031	1	261179383
SYN26032	1	261180201
SYN26033	1	261090713
SYN26037	1	83432228
SYN2604	1	43062814
SYN26043	1	83522395
SYN26045	1	83523564
SYN26047	1	83523511
SYN26053	2	56523380
SYN26063	5	193970415
SYN26064	5	193970385
SYN26065	5	193969974
SYN26067	5	193970016
SYN2607	1	43111288
SYN26072	6	146693639
SYN26073	6	146694583
SYN26075	4	231235555
SYN26076	4	231235625
SYN26077	4	231235569
SYN26081	3	135004959
SYN26082	1	174377732
SYN26085	1	174375516
SYN2609	1	43138145
SYN26091	6	159148058
SYN26093	6	159185329
SYN26094	6	159117582
SYN26096	6	159117598
SYN26097	6	159147552
SYN2610	1	43111801
SYN26101	5	74507050
SYN26103	5	74506945
SYN26115	2	44944683
SYN26116	2	44944236
SYN26118	4	197993739
SYN2612	1	43139788
SYN26120	4	197993738
SYN26121	1	147352707
SYN26124	4	211297764
SYN26128	1	199738855
SYN26130	1	199737506
SYN26133	1	199731381
SYN2614	1	43137137
SYN26142	1	199741912
SYN26149	5	88047656
SYN2615	1	43137222
SYN26159	6	146498801
SYN2616	1	43137243
SYN26162	6	146382332
SYN26165	6	146382274
SYN26166	6	160119357
SYN26168	6	160170459
SYN26170	9	1748837
SYN26179	6	21942050
SYN2618	1	43136795
SYN26180	6	21889488
SYN26181	6	21943635
SYN26183	6	21943508
SYN26184	10	31008744
SYN26187	6	159623713
SYN26188	6	159686450
SYN26189	6	159623893
SYN2619	1	43059764
SYN26196	6	159684819
SYN26197	6	159684878
SYN26202	9	42840627
SYN26206	8	111824955
SYN26210	8	111825075
SYN26211	8	111824829
SYN26223	1	203719200
SYN2623	7	147588322
SYN26231	5	71382625
SYN26240	6	91632667
SYN26243	6	91571493
SYN26244	6	91618472
SYN26246	3	144080197
SYN26247	8	175368831
SYN26248	8	175361899
SYN26249	8	175379250
SYN26251	6	31319265
SYN26254	8	114594655
SYN26256	8	114639000
SYN26257	8	114643826
SYN26263	10	120824277
SYN26264	10	120824314
SYN26276	1	295019549
SYN26277	1	295003273
SYN26278	1	295018245
SYN26282	1	294924702
SYN26287	10	58195132
SYN26289	10	58198390
SYN2629	7	147588602
SYN26290	10	58198386
SYN26294	7	137825602
SYN26295	10	63232561
SYN26299	10	63234084
SYN263	2	16131634
SYN26300	10	63234435
SYN26303	8	167782998
SYN26305	8	167780380
SYN26306	8	167781907
SYN26307	8	167782692
SYN26309	8	167782275
SYN2631	5	211520011
SYN26310	8	167782306
SYN26312	1	268256855
SYN26313	6	121928612
SYN26316	2	235226691
SYN26318	6	151787329
SYN2632	6	80975766
SYN26322	6	151795404
SYN26329	8	115231269
SYN26333	9	137338383
SYN26334	9	137283948
SYN26336	9	137285825
SYN26337	9	137297625
SYN26338	9	137292274
SYN26339	9	137284381
SYN2634	6	80975340
SYN26340	9	137285369
SYN26349	10	123444640
SYN26353	1	102949989
SYN26359	8	76529716
SYN26360	8	76529460
SYN26361	8	76526355
SYN26362	8	76526430
SYN26363	8	76526970
SYN26364	8	76522862
SYN26371	6	154891295
SYN26372	1	174669944
SYN26373	1	174637844
SYN26377	1	174670636
SYN26378	1	174634851
SYN26379	1	174635076
SYN2638	8	71287426
SYN26380	1	174635045
SYN26382	6	142402496
SYN26383	6	142347038
SYN26387	6	142402628
SYN2639	8	71285343
SYN26390	7	12221299
SYN26391	2	183688441
SYN264	2	16127136
SYN2640	8	71287348
SYN26403	1	164089448
SYN26404	1	164089270
SYN26415	3	24354755
SYN26418	1	292657534
SYN26420	1	292661581
SYN26421	1	292674753
SYN26423	5	39800905
SYN26425	5	39804491
SYN26429	5	39803615
SYN26430	5	39850367
SYN26431	7	14916338
SYN26435	7	15057464
SYN26437	9	134641349
SYN26438	9	134642105
SYN26439	9	134641262
SYN2644	6	78735781
SYN26444	9	134640760
SYN26447	4	17236520
SYN2645	7	123682146
SYN26453	4	6532693
SYN26457	4	6602578
SYN26458	4	6551077
SYN26461	4	6551185
SYN26462	4	6551184
SYN26465	4	6554048
SYN26469	6	147443964
SYN26471	6	147446960
SYN26473	6	147334356
SYN26474	6	147334360
SYN26483	6	66203291
SYN26484	6	66203305
SYN26485	9	149250229
SYN26486	9	149247587
SYN26487	9	149251471
SYN26490	9	149250543
SYN26491	9	149246393
SYN26492	9	149252599
SYN26493	9	149249423
SYN26496	9	149251553
SYN26497	9	149251585
SYN26498	9	149252139
SYN26499	9	149119925
SYN2650	1	275032313
SYN26508	10	20396522
SYN26509	10	20401873
SYN2651	1	275033813
SYN26514	10	20408989
SYN26515	1	63031963
SYN26517	1	63022935
SYN2652	1	275027776
SYN26524	8	131041817
SYN26534	8	170624576
SYN26537	8	170646764
SYN26538	8	170647210
SYN26539	8	170605701
SYN26542	6	35091333
SYN26548	6	163018875
SYN26549	6	163015048
SYN2655	1	247619152
SYN26551	6	163013703
SYN26559	6	88070273
SYN26562	6	88070347
SYN26565	2	208222971
SYN26567	2	208220060
SYN26569	2	188874326
SYN2657	1	247629826
SYN26570	2	188874254
SYN26571	2	188874482
SYN26573	2	188983797
SYN26576	2	188874848
SYN26577	2	188874833
SYN26578	9	140972611
SYN26582	1	226219243
SYN26586	1	226275464
SYN26588	4	125351175
SYN26591	4	78778758
SYN26594	5	68787477
SYN26598	2	40506318
SYN266	2	16122916
SYN2660	2	3546506
SYN26600	2	40588254
SYN26601	2	40499065
SYN26602	2	40499066
SYN26604	3	15422865
SYN26605	3	15427752
SYN26606	3	15426422
SYN26613	6	121311095
SYN26615	6	121311207
SYN26622	5	65224366
SYN26623	5	65223971
SYN26627	1	208595369
SYN26634	10	22363544
SYN26636	10	22365163
SYN2664	2	3577978
SYN26643	10	22363971
SYN26647	10	22364213
SYN26649	10	22364253
SYN26650	10	22363792
SYN26652	10	22264678
SYN26653	10	22364429
SYN26655	10	22364393
SYN26656	6	44339696
SYN2666	2	3673188
SYN26660	5	185573450
SYN26665	5	31655535
SYN26666	5	31649634
SYN26667	5	31648223
SYN2667	2	3614754
SYN26674	8	125007476
SYN26675	8	125007668
SYN26676	8	125007667
SYN26678	8	125007343
SYN26679	6	112817694
SYN26680	6	112818131
SYN26682	1	256303691
SYN26683	1	256306222
SYN26685	1	256304781
SYN26686	1	256304814
SYN26688	2	41483837
SYN26689	2	41485484
SYN2669	2	3614454
SYN26691	2	41484154
SYN26693	2	214955200
SYN26694	2	214930387
SYN26697	2	214950854
SYN26698	2	214851983
SYN26699	2	214851701
SYN2670	2	3614453
SYN26700	2	214923393
SYN26701	2	214923223
SYN26702	2	214833091
SYN26703	2	214851198
SYN26704	2	214836263
SYN26706	2	214930176
SYN26710	2	214848152
SYN26714	1	272036850
SYN26715	1	272036944
SYN26721	9	141851392
SYN26723	9	141830021
SYN26727	9	141842203
SYN26728	9	141828696
SYN2673	2	3580758
SYN26730	1	73637089
SYN26731	1	73635310
SYN26732	1	73635529
SYN26734	1	73635079
SYN26735	1	73635040
SYN26736	1	164369481
SYN26738	1	164369019
SYN2674	2	3580738
SYN26740	1	164369597
SYN26752	1	164368807
SYN26760	1	97820053
SYN26761	1	120247651
SYN26762	1	120247984
SYN26764	1	120247717
SYN26765	1	120248056
SYN26766	1	120248062
SYN26775	4	153751629
SYN26776	3	21850875
SYN26782	10	27269979
SYN26785	10	27266182
SYN26786	4	123332893
SYN26788	4	123332573
SYN26789	4	123336376
SYN26792	10	3382801
SYN26797	7	18426957
SYN26799	7	18427275
SYN268	2	16124292
SYN26803	9	28506261
SYN26804	9	28506716
SYN26805	9	28505845
SYN26809	6	87278649
SYN26816	2	51238820
SYN26831	5	197587232
SYN26836	2	21627678
SYN26837	2	21627866
SYN26838	2	21634858
SYN26840	2	21627790
SYN26842	2	21628020
SYN26844	2	21637458
SYN26846	8	62833393
SYN26849	8	62833203
SYN26850	8	62833751
SYN26851	8	62832674
SYN26852	8	62834521
SYN26853	8	62833967
SYN26854	8	62833681
SYN26855	8	62833680
SYN26857	8	62832896
SYN26859	1	296847731
SYN26860	5	64109514
SYN26861	5	64120436
SYN26862	5	64116592
SYN26864	5	64106245
SYN26865	5	64118416
SYN26866	5	64119116
SYN26867	5	64118516
SYN26868	5	64119213
SYN26869	5	64116507
SYN26870	5	64118267
SYN26871	5	64118263
SYN26875	2	3182706
SYN26876	2	3180038
SYN26884	8	93134148
SYN26885	6	55601619
SYN26886	6	55600261
SYN26888	6	55598407
SYN26889	9	147410882
SYN26890	9	147405498
SYN26894	9	147488120
SYN26895	9	147489376
SYN26897	9	147495679
SYN26899	9	147458198
SYN2690	2	6914456
SYN26903	9	147490236
SYN26904	9	147466947
SYN26907	9	147411937
SYN26910	9	147456894
SYN26911	9	147467261
SYN26913	9	147467181
SYN26914	9	147467189
SYN26915	9	147467252
SYN26916	9	147456945
SYN26917	2	203300050
SYN26918	2	203299854
SYN2692	2	6914112
SYN26920	2	203259015
SYN26922	2	203267527
SYN26925	2	203254118
SYN26927	2	203271904
SYN26928	2	203259300
SYN26929	2	203259305
SYN2693	2	6990138
SYN26935	6	123371820
SYN26938	6	123372713
SYN26942	6	123372914
SYN26943	6	123373032
SYN26945	6	123373109
SYN26946	6	123373087
SYN26948	2	80447561
SYN2695	2	6999984
SYN26959	2	80444916
SYN26960	2	80444962
SYN26961	3	205626641
SYN26962	3	205626110
SYN26964	3	205626484
SYN26975	1	68876886
SYN26977	1	68879446
SYN26978	1	68879383
SYN26979	1	68879386
SYN2699	2	6983963
SYN26991	8	163514362
SYN26992	8	163433954
SYN26993	8	163433946
SYN26994	8	163477069
SYN26997	8	163477060
SYN27	2	102900022
SYN270	1	260141045
SYN27000	8	163434084
SYN27002	8	163434024
SYN27004	8	163515538
SYN27008	1	151737359
SYN27009	1	151737244
SYN2701	1	230015920
SYN27010	1	151736657
SYN27013	1	151738646
SYN27014	1	151738653
SYN2702	1	230014612
SYN27022	10	111427416
SYN27026	5	167941491
SYN27027	5	167946503
SYN27030	8	117437378
SYN27033	2	220322486
SYN27037	5	164124311
SYN27038	5	164124177
SYN27045	10	122252220
SYN27047	10	122258200
SYN27048	10	122256896
SYN27051	10	122254800
SYN27054	10	122256177
SYN27055	10	122253555
SYN2706	1	173222550
SYN27060	10	122252288
SYN27066	9	57340781
SYN27067	8	75989195
SYN27069	6	104211157
SYN27070	6	104269683
SYN27073	6	104211400
SYN27082	4	238986146
SYN27085	4	239076144
SYN27089	1	217897771
SYN2709	1	173216646
SYN27090	1	217897948
SYN27091	1	217898152
SYN27093	1	217946161
SYN27095	1	217945943
SYN27098	1	217942884
SYN27099	1	217942903
SYN271	1	260148154
SYN27103	6	147138470
SYN27106	6	147137841
SYN27107	6	147137823
SYN27109	6	136015070
SYN27110	6	136016953
SYN27112	6	136016716
SYN27113	6	136016511
SYN27116	4	67143927
SYN2712	1	173235131
SYN27121	6	159762641
SYN27125	6	159848342
SYN27126	6	159772310
SYN27128	6	159825367
SYN27134	5	14101722
SYN27136	5	14072511
SYN27137	5	14073236
SYN27138	5	14177104
SYN27145	9	147355393
SYN2715	1	173215709
SYN27150	9	147357183
SYN27168	7	6577576
SYN2717	1	173235552
SYN27174	7	6576881
SYN2718	1	173235553
SYN27182	9	139517408
SYN27184	9	139544133
SYN27185	9	139384000
SYN27186	9	139544222
SYN27187	9	139375128
SYN27192	9	139516741
SYN27196	9	139409904
SYN272	1	260146963
SYN27200	9	139374933
SYN27201	9	139374931
SYN27217	4	151746994
SYN27219	4	151821597
SYN27220	4	151821833
SYN27226	1	278516115
SYN27227	1	278526265
SYN27229	1	278605876
SYN2723	1	173216584
SYN27235	8	161107516
SYN27238	8	161106730
SYN27239	8	161188447
SYN27240	8	161188442
SYN27246	9	119713819
SYN27247	9	119713817
SYN2725	1	279571516
SYN27251	1	2434798
SYN2726	1	279626230
SYN27261	6	114092869
SYN27264	8	104617506
SYN2727	1	279626351
SYN27270	8	104619914
SYN27273	6	8108778
SYN27276	6	8108911
SYN27278	6	8135842
SYN27279	6	8135795
SYN2728	1	279576503
SYN27282	7	129264180
SYN27285	1	280218373
SYN27287	1	280218792
SYN27288	2	17098690
SYN2729	1	279575936
SYN27290	2	17095596
SYN27293	2	150627343
SYN27294	2	150628143
SYN27296	1	152508188
SYN27298	9	115056401
SYN2730	1	279575764
SYN27300	9	115056355
SYN27304	5	12276609
SYN27308	5	12400469
SYN2731	1	279575641
SYN27310	5	12233920
SYN27312	5	12276083
SYN27314	5	12278925
SYN2732	1	279576314
SYN27320	1	263733980
SYN2733	1	279576381
SYN27331	4	186041931
SYN27332	4	186041276
SYN27336	4	186164167
SYN27337	4	186164053
SYN27339	4	186039473
SYN27341	10	14302520
SYN27343	10	87134030
SYN27344	10	87133996
SYN27346	1	205684490
SYN27348	1	205684197
SYN27349	1	296571258
SYN2735	1	149969107
SYN27352	1	296655252
SYN27354	1	296655603
SYN27355	1	296576237
SYN27356	1	296658611
SYN27357	1	296657535
SYN27358	1	296658712
SYN27361	1	296658750
SYN27369	1	92784943
SYN27374	1	269504469
SYN27375	1	269505135
SYN27376	1	269495101
SYN27383	1	269504879
SYN27384	1	269504831
SYN27386	2	208539842
SYN27387	2	208539971
SYN27394	7	17697607
SYN27395	7	17697488
SYN27396	7	17697539
SYN2740	1	32756518
SYN27401	2	5064141
SYN27403	2	5069797
SYN27406	2	5069650
SYN27416	5	174284968
SYN27417	5	174217982
SYN27420	3	225197774
SYN27421	3	225198568
SYN27434	6	155015427
SYN27442	8	4232623
SYN27444	8	4234974
SYN27445	8	4234473
SYN27452	4	229539421
SYN27454	4	229537540
SYN27455	4	229410313
SYN27456	4	229502803
SYN27458	4	229409818
SYN27460	4	229507342
SYN27464	4	2408212
SYN27468	4	2409577
SYN27469	4	2482323
SYN27477	4	2484516
SYN27478	4	2484484
SYN27481	4	2424611
SYN27494	1	201489328
SYN27495	1	201483276
SYN27496	1	201480584
SYN27498	1	201490005
SYN275	1	260149117
SYN27500	1	201489122
SYN27501	1	201489130
SYN27502	1	201489918
SYN27503	1	201489870
SYN27507	4	148018508
SYN27508	4	147900986
SYN2751	7	119950650
SYN27516	2	5848237
SYN27517	2	5861145
SYN27519	2	5860173
SYN2752	7	119950676
SYN27521	2	5847477
SYN27528	2	38694734
SYN27533	2	38570808
SYN27534	2	38697698
SYN27535	2	38697671
SYN27536	2	38570793
SYN27537	2	38695083
SYN27540	2	38697509
SYN27543	5	59468848
SYN27545	5	59426134
SYN2755	9	12877819
SYN27550	3	17019948
SYN27555	5	74648694
SYN27556	5	74620469
SYN27559	1	291789227
SYN27560	1	291863331
SYN27563	1	291863601
SYN27564	3	32534470
SYN27565	3	32403200
SYN2757	9	12878158
SYN27573	3	32410975
SYN27576	4	71640085
SYN27577	4	229180300
SYN2758	9	12875838
SYN27581	1	26438356
SYN27582	1	26435252
SYN27585	1	224378061
SYN27587	1	224379933
SYN27590	1	224377669
SYN27591	1	224377615
SYN27592	1	224377911
SYN27593	1	224377971
SYN27597	7	8569627
SYN27599	1	20903447
SYN276	1	260149387
SYN27603	4	131941277
SYN27608	5	29622742
SYN2761	9	12884867
SYN27612	2	62103836
SYN27613	5	93516173
SYN27615	5	93516073
SYN27617	5	93580125
SYN27618	5	93580100
SYN27619	5	93516013
